 ,Area,Mean,Min,Max,X,Y
1,0,134,134,134,608.193,130.004
2,0,129,129,129,728.096,111.125
3,0,133,133,133,621.969,59.082
4,0,165,165,165,692.380,46.836
5,0,166,166,166,687.788,100.410
