 ,Area,Mean,Min,Max,X,Y
1,0,87,87,87,446.960,282.562
2,0,120,120,120,572.477,276.439
3,0,95,95,95,472.982,217.253
4,0,107,107,107,543.393,209.599
5,0,147,147,147,507.677,234.090
