 ,Area,Mean,Min,Max,X,Y
1,0,58,58,58,414.816,279.501
2,0,72,72,72,532.168,270.827
3,0,70,70,70,439.307,221.335
4,0,77,77,77,510.229,216.742
5,0,92,92,92,491.860,222.865
