 ,Area,Mean,Min,Max,X,Y
1,0,82,82,82,523.495,290.215
2,0,124,124,124,632.684,271.337
3,0,93,93,93,521.454,243.274
4,0,100,100,100,584.722,211.130
5,0,147,147,147,564.313,238.172
