 ,Area,Mean,Min,Max,X,Y
1,0,70,70,70,440.838,285.623
2,0,102,102,102,575.538,280.011
3,0,68,68,68,466.349,213.171
4,0,89,89,89,537.781,205.007
5,0,126,126,126,516.351,223.886
