 ,Area,Mean,Min,Max,X,Y
1,0,100,100,100,576.048,172.863
2,0,108,108,108,697.483,146.331
3,0,98,98,98,587.783,131.534
4,0,91,91,91,658.705,99.390
5,0,134,134,134,617.377,141.739
