 ,Area,Mean,Min,Max,X,Y
1,0,104,104,104,487.779,199.395
2,0,112,112,112,602.070,167.761
3,0,110,110,110,505.126,139.698
4,0,79,79,79,566.354,119.799
5,0,113,113,113,532.168,141.229
