 ,Area,Mean,Min,Max,X,Y
1,0,74,74,74,492.881,188.680
2,0,78,78,78,596.457,166.230
3,0,55,55,55,505.126,144.290
4,0,58,58,58,555.639,127.963
5,0,96,96,96,543.904,149.903
