 ,Area,Mean,Min,Max,X,Y
1,0,66,66,66,566.354,206.538
2,0,58,58,58,681.155,190.211
3,0,60,60,60,584.722,142.249
4,0,57,57,57,641.357,129.493
5,0,79,79,79,605.641,172.353
