 ,Area,Mean,Min,Max,X,Y
1,0,125,125,125,457.675,282.562
2,0,131,131,131,572.477,276.439
3,0,108,108,108,477.064,214.702
4,0,120,120,120,545.434,210.620
5,0,176,176,176,500.024,248.377
