 ,Area,Mean,Min,Max,X,Y
1,0,77,77,77,642.378,387.159
2,0,97,97,97,800.549,371.342
3,0,79,79,79,668.400,307.563
4,0,78,78,78,746.464,290.726
5,0,124,124,124,696.462,328.483
