 ,Area,Mean,Min,Max,X,Y
1,0,70,70,70,597.988,262.153
2,0,71,71,71,710.238,248.887
3,0,68,68,68,603.090,209.599
4,0,78,78,78,689.319,200.415
5,0,97,97,97,690.339,236.131
