 ,Area,Mean,Min,Max,X,Y
1,0,119,119,119,508.188,235.621
2,0,112,112,112,626.051,223.375
3,0,107,107,107,524.515,174.904
4,0,94,94,94,589.824,161.638
5,0,130,130,130,511.249,222.355
