 ,Area,Mean,Min,Max,X,Y
1,0,97,97,97,492.881,288.174
2,0,103,103,103,615.846,286.644
3,0,101,101,101,522.474,228.988
4,0,107,107,107,577.579,223.375
5,0,124,124,124,557.170,257.051
