 ,Area,Mean,Min,Max,X,Y
1,0,39,39,39,424.510,283.072
2,0,44,44,44,538.291,248.377
3,0,30,30,30,430.123,221.845
4,0,32,32,32,484.717,195.823
5,0,42,42,42,475.533,212.661
