 ,Area,Mean,Min,Max,X,Y
1,0,105,105,105,492.371,196.844
2,0,109,109,109,603.600,173.373
3,0,93,93,93,505.126,138.677
4,0,85,85,85,572.987,120.309
5,0,110,110,110,541.863,143.780
