 ,Area,Mean,Min,Max,X,Y
1,0,77,77,77,492.881,184.088
2,0,83,83,83,588.804,157.556
3,0,67,67,67,505.637,140.208
4,0,77,77,77,563.803,126.432
5,0,87,87,87,535.740,145.821
