 ,Area,Mean,Min,Max,X,Y
1,0,89,89,89,503.596,314.706
2,0,108,108,108,641.357,288.685
3,0,88,88,88,508.698,253.479
4,0,102,102,102,602.580,220.824
5,0,183,183,183,573.497,273.888
