 ,Area,Mean,Min,Max,X,Y
1,0,77,77,77,589.314,265.214
2,0,81,81,81,718.402,260.112
3,0,84,84,84,601.560,208.579
4,0,91,91,91,680.135,188.680
5,0,117,117,117,627.581,232.049
