 ,Area,Mean,Min,Max,X,Y
1,0,76,76,76,481.656,315.217
2,0,127,127,127,646.460,297.359
3,0,75,75,75,486.248,257.561
4,0,135,135,135,604.111,221.335
5,0,183,183,183,546.965,287.664
