 ,Area,Mean,Min,Max,X,Y
1,0,133,133,133,1119.617,528.952
2,0,151,151,151,1377.990,528.952
3,0,115,115,115,1166.699,375.077
4,0,154,154,154,1319.426,375.077
5,0,179,179,179,1190.813,442.828
