 ,Area,Mean,Min,Max,X,Y
1,0,55,55,55,401.550,180.516
2,0,38,38,38,517.882,163.168
3,0,19,19,19,415.836,113.676
4,0,26,26,26,487.779,102.961
5,0,28,28,28,461.757,110.615
