 ,Area,Mean,Min,Max,X,Y
1,0,74,74,74,499.514,235.111
2,0,108,108,108,629.112,223.375
3,0,46,46,46,505.126,183.578
4,0,100,100,100,598.498,162.658
5,0,113,113,113,550.537,173.373
