 ,Area,Mean,Min,Max,X,Y
1,0,82,82,82,424.000,273.888
2,0,117,117,117,567.374,268.786
3,0,76,76,76,447.471,197.864
4,0,108,108,108,530.638,192.762
5,0,152,152,152,492.371,248.887
