 ,Area,Mean,Min,Max,X,Y
1,0,136,136,136,495.432,192.762
2,0,136,136,136,596.968,169.291
3,0,112,112,112,504.106,147.862
4,0,110,110,110,574.517,131.534
5,0,152,152,152,572.477,145.310
