 ,Area,Mean,Min,Max,X,Y
1,0,49,49,49,355.629,243.785
2,0,57,57,57,505.637,239.193
3,0,31,31,31,354.609,183.578
4,0,51,51,51,474.513,170.312
5,0,52,52,52,358.691,237.662
