 ,Area,Mean,Min,Max,X,Y
1,0,131,131,131,512.270,232.560
2,0,142,142,142,626.051,217.763
3,0,129,129,129,517.882,184.598
4,0,134,134,134,596.457,165.209
5,0,140,140,140,515.841,226.947
