 ,Area,Mean,Min,Max,X,Y
1,0,103,103,103,442.878,220.824
2,0,123,123,123,558.700,237.662
3,0,85,85,85,469.410,159.597
4,0,104,104,104,545.434,164.189
5,0,126,126,126,510.229,167.761
