 ,Area,Mean,Min,Max,X,Y
1,0,77,77,77,587.783,307.053
2,0,91,91,91,707.177,286.134
3,0,62,62,62,602.070,248.887
4,0,56,56,56,670.951,230.519
5,0,72,72,72,666.869,242.254
