 ,Area,Mean,Min,Max,X,Y
1,0,105,105,105,653.603,381.036
2,0,120,120,120,794.936,362.668
3,0,101,101,101,669.420,313.686
4,0,94,94,94,740.852,291.746
5,0,161,161,161,713.810,319.298
