 ,Area,Mean,Min,Max,X,Y
1,0,72,72,72,644.929,389.710
2,0,92,92,92,800.039,370.832
3,0,72,72,72,666.359,309.604
4,0,72,72,72,749.016,290.215
5,0,88,88,88,713.810,305.012
