 ,Area,Mean,Min,Max,X,Y
1,0,116,116,116,591.355,265.724
2,0,117,117,117,714.320,259.602
3,0,88,88,88,597.988,208.069
4,0,89,89,89,685.237,188.170
5,0,146,146,146,696.462,236.641
