 ,Area,Mean,Min,Max,X,Y
1,0,114,114,114,578.599,182.047
2,0,128,128,128,696.972,149.903
3,0,110,110,110,585.232,134.596
4,0,118,118,118,659.215,101.431
5,0,172,172,172,635.745,135.106
