 ,Area,Mean,Min,Max,X,Y
1,0,110,110,110,459.206,271.337
2,0,120,120,120,570.436,269.296
3,0,96,96,96,484.207,214.191
4,0,113,113,113,539.312,210.109
5,0,130,130,130,483.187,269.296
