 ,Area,Mean,Min,Max,X,Y
1,0,74,74,74,588.294,266.235
2,0,60,60,60,715.341,254.499
3,0,72,72,72,600.539,207.558
4,0,59,59,59,688.298,194.803
5,0,81,81,81,593.906,258.581
