 ,Area,Mean,Min,Max,X,Y
1,0,85,85,85,652.582,390.220
2,0,101,101,101,796.977,367.260
3,0,81,81,81,670.440,313.686
4,0,69,69,69,751.567,291.746
5,0,147,147,147,712.789,328.483
