 ,Area,Mean,Min,Max,X,Y
1,0,86,86,86,432.164,216.232
2,0,111,111,111,561.762,243.274
3,0,85,85,85,465.839,157.046
4,0,117,117,117,545.434,165.209
5,0,138,138,138,496.452,181.537
