 ,Area,Mean,Min,Max,X,Y
1,0,117,117,117,457.675,279.501
2,0,119,119,119,573.497,278.480
3,0,105,105,105,476.554,217.763
4,0,124,124,124,540.332,211.640
5,0,154,154,154,511.759,237.662
