 ,Area,Mean,Min,Max,X,Y
1,0,103,103,103,502.065,309.094
2,0,124,124,124,643.398,289.195
3,0,92,92,92,504.106,251.948
4,0,107,107,107,603.600,217.763
5,0,165,165,165,540.332,287.664
