 ,Area,Mean,Min,Max,X,Y
1,0,87,87,87,511.249,299.400
2,0,90,90,90,641.868,275.419
3,0,98,98,98,517.372,244.805
4,0,117,117,117,588.804,212.150
5,0,139,139,139,550.026,240.723
