 ,Area,Mean,Min,Max,X,Y
1,0,105,105,105,428.592,274.398
2,0,133,133,133,563.292,266.745
3,0,112,112,112,457.675,203.987
4,0,143,143,143,526.046,197.864
5,0,170,170,170,493.391,216.232
