 ,Area,Mean,Min,Max,X,Y
1,0,98,98,98,648.501,394.812
2,0,130,130,130,796.977,368.791
3,0,109,109,109,670.951,310.625
4,0,116,116,116,756.159,295.828
5,0,175,175,175,699.013,345.320
