 ,Area,Mean,Min,Max,X,Y
1,0,84,84,84,585.742,130.004
2,0,106,106,106,736.770,118.779
3,0,81,81,81,600.029,58.061
4,0,123,123,123,690.339,39.183
5,0,152,152,152,655.134,83.063
