 ,Area,Mean,Min,Max,X,Y
1,0,54,54,54,397.468,311.645
2,0,63,63,63,537.781,295.318
3,0,60,60,60,411.244,251.948
4,0,72,72,72,492.881,233.580
5,0,85,85,85,484.207,247.356
