 ,Area,Mean,Min,Max,X,Y
1,0,81,81,81,651.562,384.608
2,0,106,106,106,795.957,367.770
3,0,75,75,75,669.930,311.135
4,0,76,76,76,749.016,292.256
5,0,95,95,95,696.462,310.625
