 ,Area,Mean,Min,Max,X,Y
1,0,75,75,75,510.229,240.213
2,0,90,90,90,623.499,224.396
3,0,52,52,52,518.392,184.598
4,0,88,88,88,588.294,165.720
5,0,93,93,93,553.088,177.965
