"","Name","X","Y","FileName2","TurtleAvailable","Species","Direction","CatchSuccess"
"1273","TopLeft",-24.8264639801353,51.8216158052959,"2016_0521_130657_024A_Moment5","NoTurtle","SF","Upstream",NA
"1274","TopRight",85.5249679060349,51.8216158052959,"2016_0521_130657_024A_Moment5","NoTurtle","SF","Upstream",NA
"1275","Fish",20.2269918810791,27.2108033179781,"2016_0521_130657_024A_Moment5","NoTurtle","SF","Upstream",NA
"1276","BottomLeft",0,0,"2016_0521_130657_024A_Moment6","NoTurtle","LMB","Downstream",NA
"1277","BottomRight",64.0770187662059,0,"2016_0521_130657_024A_Moment6","NoTurtle","LMB","Downstream",NA
"1278","TopLeft",-20.4683576403025,49.5121554230875,"2016_0521_130657_024A_Moment6","NoTurtle","LMB","Downstream",NA
"1279","TopRight",86.8823714303427,49.5121554230875,"2016_0521_130657_024A_Moment6","NoTurtle","LMB","Downstream",NA
"1280","Fish",2.92759675288708,39.4677040209313,"2016_0521_130657_024A_Moment6","NoTurtle","LMB","Downstream",NA
"1281","BottomLeft",0,0,"2016_0521_130657_024A_Moment7","NoTurtle","LMB","Downstream",NA
"1282","BottomRight",59.4546327258723,0,"2016_0521_130657_024A_Moment7","NoTurtle","LMB","Downstream",NA
"1283","TopLeft",-22.6291560358864,52.2038427406803,"2016_0521_130657_024A_Moment7","NoTurtle","LMB","Downstream",NA
"1284","TopRight",85.2921966132091,52.2038427406803,"2016_0521_130657_024A_Moment7","NoTurtle","LMB","Downstream",NA
"1285","Fish",32.1039467004985,29.0492463127943,"2016_0521_130657_024A_Moment7","NoTurtle","LMB","Downstream",NA
"1286","BottomLeft",0,0,"2016_0521_130657_024A_Moment8","NoTurtle","LMB","Upstream",NA
"1287","BottomRight",60.8013092104606,0,"2016_0521_130657_024A_Moment8","NoTurtle","LMB","Upstream",NA
"1288","TopLeft",-23.7369981030891,51.1101714794784,"2016_0521_130657_024A_Moment8","NoTurtle","LMB","Upstream",NA
"1289","TopRight",85.9520236605184,51.1101714794784,"2016_0521_130657_024A_Moment8","NoTurtle","LMB","Upstream",NA
"1290","Fish",29.0264961440438,36.7210185069878,"2016_0521_130657_024A_Moment8","NoTurtle","LMB","Upstream",NA
"1291","BottomLeft",0,0,"2016_0521_130657_024A_Moment9",NA,NA,NA,NA
"1292","BottomRight",55.995245925309,0,"2016_0521_130657_024A_Moment9",NA,NA,NA,NA
"1293","TopLeft",-24.3548659593029,48.3542785158424,"2016_0521_130657_024A_Moment9",NA,NA,NA,NA
"1294","TopRight",87.5320726888856,48.3542785158424,"2016_0521_130657_024A_Moment9",NA,NA,NA,NA
"1295","Fish",26.3857235421786,20.5694238703836,"2016_0521_130657_024A_Moment9",NA,NA,NA,NA
"1296","BottomLeft",0,0,"2016_0521_131657_025A_Moment1","NoTurtle","LMB","Upstream",NA
"1297","BottomRight",54.4354129081534,0,"2016_0521_131657_025A_Moment1","NoTurtle","LMB","Upstream",NA
"1298","TopLeft",-28.3236766833181,51.4953266554844,"2016_0521_131657_025A_Moment1","NoTurtle","LMB","Upstream",NA
"1299","TopRight",85.7218252993073,51.4953266554844,"2016_0521_131657_025A_Moment1","NoTurtle","LMB","Upstream",NA
"1300","Fish",20.2022193279631,29.3426507700226,"2016_0521_131657_025A_Moment1","NoTurtle","LMB","Upstream",NA
"1301","BottomLeft",0,0,"2016_0521_131657_025A_Moment2","NoTurtle","LMB","Upstream",NA
"1302","BottomRight",56.9263104929783,0,"2016_0521_131657_025A_Moment2","NoTurtle","LMB","Upstream",NA
"1303","TopLeft",-25.0188234955969,52.0606947438181,"2016_0521_131657_025A_Moment2","NoTurtle","LMB","Upstream",NA
"1304","TopRight",85.3796466541703,52.0606947438181,"2016_0521_131657_025A_Moment2","NoTurtle","LMB","Upstream",NA
"1305","Fish",18.4111413147562,34.1452023476531,"2016_0521_131657_025A_Moment2","NoTurtle","LMB","Upstream",NA
"1306","BottomLeft",0,0,"2016_0521_131657_025A_Moment3","NoTurtle","LMB","Downstream",NA
"1307","BottomRight",53.2692297702852,0,"2016_0521_131657_025A_Moment3","NoTurtle","LMB","Downstream",NA
"1308","TopLeft",-16.8918131910672,51.6862563177806,"2016_0521_131657_025A_Moment3","NoTurtle","LMB","Downstream",NA
"1309","TopRight",85.6068391418156,51.6862563177806,"2016_0521_131657_025A_Moment3","NoTurtle","LMB","Downstream",NA
"1310","Fish",8.85898764527243,43.6216910755142,"2016_0521_131657_025A_Moment3","NoTurtle","LMB","Downstream",NA
"1311","BottomLeft",0,0,"2016_0521_131657_025A_Moment4","NoTurtle","LMB","Downstream",NA
"1312","BottomRight",57.0738475136576,0,"2016_0521_131657_025A_Moment4","NoTurtle","LMB","Downstream",NA
"1313","TopLeft",-23.2118100480145,53.6401455440256,"2016_0521_131657_025A_Moment4","NoTurtle","LMB","Downstream",NA
"1314","TopRight",84.3962960444103,53.6401455440256,"2016_0521_131657_025A_Moment4","NoTurtle","LMB","Downstream",NA
"1315","Fish",14.8335106698427,35.0279542812333,"2016_0521_131657_025A_Moment4","NoTurtle","LMB","Downstream",NA
"1316","BottomLeft",0,0,"2016_0521_132657_026A_Moment1","NoTurtle","LMB","Upstream",NA
"1317","BottomRight",53.8899736081313,0,"2016_0521_132657_026A_Moment1","NoTurtle","LMB","Upstream",NA
"1318","TopLeft",-25.5203853768032,55.4317173061325,"2016_0521_132657_026A_Moment1","NoTurtle","LMB","Upstream",NA
"1319","TopRight",83.2305515810932,55.4317173061325,"2016_0521_132657_026A_Moment1","NoTurtle","LMB","Upstream",NA
"1320","Fish",30.2678234007056,28.7730074962319,"2016_0521_132657_026A_Moment1","NoTurtle","LMB","Upstream",NA
"1321","BottomLeft",0,0,"2016_0521_153831_034A_Moment1","NoTurtle","SF","Downstream",NA
"1322","BottomRight",60.735754852394,0,"2016_0521_153831_034A_Moment1","NoTurtle","SF","Downstream",NA
"1323","TopLeft",-20.0735892016243,56.7816923848015,"2016_0521_153831_034A_Moment1","NoTurtle","SF","Downstream",NA
"1324","TopRight",82.315487059956,56.7816923848015,"2016_0521_153831_034A_Moment1","NoTurtle","SF","Downstream",NA
"1325","Fish",59.8570008234046,20.2073248495111,"2016_0521_153831_034A_Moment1","NoTurtle","SF","Downstream",NA
"1326","BottomLeft",0,0,"2016_0521_153831_034A_Moment2","NoTurtle","SF","Upstream",NA
"1327","BottomRight",56.673524922936,0,"2016_0521_153831_034A_Moment2","NoTurtle","SF","Upstream",NA
"1328","TopLeft",-21.4324166202872,52.2408869238179,"2016_0521_153831_034A_Moment2","NoTurtle","SF","Upstream",NA
"1329","TopRight",85.2695123324444,52.2408869238179,"2016_0521_153831_034A_Moment2","NoTurtle","SF","Upstream",NA
"1330","Fish",31.7504138595148,20.777619745014,"2016_0521_153831_034A_Moment2","NoTurtle","SF","Upstream",NA
"1331","BottomLeft",0,0,"2016_0521_154831_035A_Moment1","NoTurtle","LMB","Downstream",NA
"1332","BottomRight",58.5256112737623,0,"2016_0521_154831_035A_Moment1","NoTurtle","LMB","Downstream",NA
"1333","TopLeft",-16.1630293183164,57.6513729156235,"2016_0521_154831_035A_Moment1","NoTurtle","LMB","Downstream",NA
"1334","TopRight",81.7087461716536,57.6513729156235,"2016_0521_154831_035A_Moment1","NoTurtle","LMB","Downstream",NA
"1335","Fish",26.7116078123707,34.3663583766471,"2016_0521_154831_035A_Moment1","NoTurtle","LMB","Downstream",NA
"1336","BottomLeft",0,0,"2016_0521_154831_035A_Moment2","NoTurtle","LMB","Downstream",NA
"1337","BottomRight",65.5922956805877,0,"2016_0521_154831_035A_Moment2","NoTurtle","LMB","Downstream",NA
"1338","TopLeft",-10.4507065714194,52.0434306452446,"2016_0521_154831_035A_Moment2","NoTurtle","LMB","Downstream",NA
"1339","TopRight",85.3901711362239,52.0434306452446,"2016_0521_154831_035A_Moment2","NoTurtle","LMB","Downstream",NA
"1340","Fish",14.7886811342364,38.983195802697,"2016_0521_154831_035A_Moment2","NoTurtle","LMB","Downstream",NA
"1341","BottomLeft",0,0,"2016_0521_160831_037A_Moment1","NoTurtle","LMB","Downstream",NA
"1342","BottomRight",59.600752198652,0,"2016_0521_160831_037A_Moment1","NoTurtle","LMB","Downstream",NA
"1343","TopLeft",-23.1458505359996,53.9367431529551,"2016_0521_160831_037A_Moment1","NoTurtle","LMB","Downstream",NA
"1344","TopRight",84.2070527809408,53.9367431529551,"2016_0521_160831_037A_Moment1","NoTurtle","LMB","Downstream",NA
"1345","Fish",17.9640305714483,14.5695399648247,"2016_0521_160831_037A_Moment1","NoTurtle","LMB","Downstream",NA
"1346","BottomLeft",0,0,"2016_0521_161831_038A_Moment1","NoTurtle","LMB","Downstream",NA
"1347","BottomRight",62.9782663079459,0,"2016_0521_161831_038A_Moment1","NoTurtle","LMB","Downstream",NA
"1348","TopLeft",-18.5615563472061,54.3030626251374,"2016_0521_161831_038A_Moment1","NoTurtle","LMB","Downstream",NA
"1349","TopRight",83.9712890786512,54.3030626251374,"2016_0521_161831_038A_Moment1","NoTurtle","LMB","Downstream",NA
"1350","Fish",4.98644990487674,48.7757623162445,"2016_0521_161831_038A_Moment1","NoTurtle","LMB","Downstream",NA
"1351","BottomLeft",0,0,"2016_0521_161831_038A_Moment2","NoTurtle","LMB","Downstream",NA
"1352","BottomRight",60.3348765186384,0,"2016_0521_161831_038A_Moment2","NoTurtle","LMB","Downstream",NA
"1353","TopLeft",-19.2904845164083,53.0952351053736,"2016_0521_161831_038A_Moment2","NoTurtle","LMB","Downstream",NA
"1354","TopRight",84.7401676249528,53.0952351053736,"2016_0521_161831_038A_Moment2","NoTurtle","LMB","Downstream",NA
"1355","Fish",14.5624111988905,15.1470979814239,"2016_0521_161831_038A_Moment2","NoTurtle","LMB","Downstream",NA
"1356","BottomLeft",0,0,"2016_0521_162831_039A_Moment1","NoTurtle","SF","Downstream",NA
"1357","BottomRight",64.089745100811,0,"2016_0521_162831_039A_Moment1","NoTurtle","SF","Downstream",NA
"1358","TopLeft",-22.7116985030962,54.4557058512794,"2016_0521_162831_039A_Moment1","NoTurtle","SF","Downstream",NA
"1359","TopRight",83.872379841274,54.4557058512794,"2016_0521_162831_039A_Moment1","NoTurtle","SF","Downstream",NA
"1360","Fish",56.5885149233032,15.2010727966606,"2016_0521_162831_039A_Moment1","NoTurtle","SF","Downstream",NA
"1361","BottomLeft",0,0,"2016_0521_163831_040A_Moment1","NoTurtle","SF","Upstream",NA
"1362","BottomRight",59.8849384726607,0,"2016_0521_163831_040A_Moment1","NoTurtle","SF","Upstream",NA
"1363","TopLeft",-19.1035248614792,61.0223741374769,"2016_0521_163831_040A_Moment1","NoTurtle","SF","Upstream",NA
"1364","TopRight",79.2229124346347,61.0223741374769,"2016_0521_163831_040A_Moment1","NoTurtle","SF","Upstream",NA
"1365","Fish",41.9466597237208,19.7777552341705,"2016_0521_163831_040A_Moment1","NoTurtle","SF","Upstream",NA
"1366","BottomLeft",0,0,"2016_0521_163831_040A_Moment2","NoTurtle","LMB","Downstream",NA
"1367","BottomRight",62.5753065128937,0,"2016_0521_163831_040A_Moment2","NoTurtle","LMB","Downstream",NA
"1368","TopLeft",-15.3817870638813,57.8586892640996,"2016_0521_163831_040A_Moment2","NoTurtle","LMB","Downstream",NA
"1369","TopRight",81.5620749897915,57.8586892640996,"2016_0521_163831_040A_Moment2","NoTurtle","LMB","Downstream",NA
"1370","Fish",20.760583787366,37.9470487544339,"2016_0521_163831_040A_Moment2","NoTurtle","LMB","Downstream",NA
"1371","BottomLeft",0,0,"2016_0521_163831_040A_Moment3","NoTurtle","LMB","Downstream",NA
"1372","BottomRight",60.3550059346029,0,"2016_0521_163831_040A_Moment3","NoTurtle","LMB","Downstream",NA
"1373","TopLeft",-19.2571094700503,53.5611525381072,"2016_0521_163831_040A_Moment3","NoTurtle","LMB","Downstream",NA
"1374","TopRight",84.446450125447,53.5611525381072,"2016_0521_163831_040A_Moment3","NoTurtle","LMB","Downstream",NA
"1375","Fish",28.7619349510587,12.1095077697368,"2016_0521_163831_040A_Moment3","NoTurtle","LMB","Downstream",NA
"1376","BottomLeft",0,0,"2016_0521_164831_041A_Moment1","NoTurtle","LMB","Downstream",NA
"1377","BottomRight",59.9975223685533,0,"2016_0521_164831_041A_Moment1","NoTurtle","LMB","Downstream",NA
"1378","TopLeft",-18.9269436161447,54.5739013186459,"2016_0521_164831_041A_Moment1","NoTurtle","LMB","Downstream",NA
"1379","TopRight",83.7955207326902,54.5739013186459,"2016_0521_164831_041A_Moment1","NoTurtle","LMB","Downstream",NA
"1380","Fish",19.6164178729434,28.8298612701554,"2016_0521_164831_041A_Moment1","NoTurtle","LMB","Downstream",NA
"1381","BottomLeft",0,0,"2016_0521_164831_041A_Moment2","NoTurtle","LMB","Downstream",NA
"1382","BottomRight",59.7044525616901,0,"2016_0521_164831_041A_Moment2","NoTurtle","LMB","Downstream",NA
"1383","TopLeft",-20.6854853929095,57.4581758284887,"2016_0521_164831_041A_Moment2","NoTurtle","LMB","Downstream",NA
"1384","TopRight",81.8447190138892,57.4581758284887,"2016_0521_164831_041A_Moment2","NoTurtle","LMB","Downstream",NA
"1385","Fish",20.3633214278627,36.8068752655186,"2016_0521_164831_041A_Moment2","NoTurtle","LMB","Downstream",NA
"1386","BottomLeft",0,0,"2016_0522_122939_004A_Moment1","Turtle","RH","Downstream",0
"1387","BottomRight",60.4214679544202,0,"2016_0522_122939_004A_Moment1","Turtle","RH","Downstream",0
"1388","TopLeft",-24.2420692031048,55.0414714139504,"2016_0522_122939_004A_Moment1","Turtle","RH","Downstream",0
"1389","TopRight",83.4891395607074,55.0414714139504,"2016_0522_122939_004A_Moment1","Turtle","RH","Downstream",0
"1390","Fish",35.4136313034463,8.47936836089863,"2016_0522_122939_004A_Moment1","Turtle","RH","Downstream",0
"1391","BottomLeft",0,0,"2016_0522_123939_005A_Moment1","Turtle","RH","Downstream",0
"1392","BottomRight",64.5869273866317,0,"2016_0522_123939_005A_Moment1","Turtle","RH","Downstream",0
"1393","TopLeft",-18.8984726324658,42.8320340720492,"2016_0522_123939_005A_Moment1","Turtle","RH","Downstream",0
"1394","TopRight",90.3626961597031,42.8320340720492,"2016_0522_123939_005A_Moment1","Turtle","RH","Downstream",0
"1395","Fish",39.6880142556613,10.2308780552704,"2016_0522_123939_005A_Moment1","Turtle","RH","Downstream",0
"1396","BottomLeft",0,0,"2016_0522_123939_005A_Moment2","Turtle","RH","Downstream",0
"1397","BottomRight",63.2055652288263,0,"2016_0522_123939_005A_Moment2","Turtle","RH","Downstream",0
"1398","TopLeft",-15.3340330027328,45.6178404812147,"2016_0522_123939_005A_Moment2","Turtle","RH","Downstream",0
"1399","TopRight",88.988834298638,45.6178404812147,"2016_0522_123939_005A_Moment2","Turtle","RH","Downstream",0
"1400","Fish",42.2045202093245,8.92600166719208,"2016_0522_123939_005A_Moment2","Turtle","RH","Downstream",0
"1401","BottomLeft",0,0,"2016_0522_123939_005A_Moment3","Turtle","SF","Upstream",NA
"1402","BottomRight",64.4234392582393,0,"2016_0522_123939_005A_Moment3","Turtle","SF","Upstream",NA
"1403","TopLeft",-19.8024815918198,48.212311907525,"2016_0522_123939_005A_Moment3","Turtle","SF","Upstream",NA
"1404","TopRight",87.6103474512659,48.212311907525,"2016_0522_123939_005A_Moment3","Turtle","SF","Upstream",NA
"1405","Fish",72.453481066446,49.0230260360224,"2016_0522_123939_005A_Moment3","Turtle","SF","Upstream",NA
"1406","BottomLeft",0,0,"2016_0522_124939_006A_Moment1","Turtle","RH","Downstream",0
"1407","BottomRight",69.1362079246588,0,"2016_0522_124939_006A_Moment1","Turtle","RH","Downstream",0
"1408","TopLeft",-15.7371465988474,52.634596259206,"2016_0522_124939_006A_Moment1","Turtle","RH","Downstream",0
"1409","TopRight",85.0270502641975,52.634596259206,"2016_0522_124939_006A_Moment1","Turtle","RH","Downstream",0
"1410","Fish",36.5993642644282,10.2713085421903,"2016_0522_124939_006A_Moment1","Turtle","RH","Downstream",0
"1411","BottomLeft",0,0,"2016_0522_124939_006A_Moment2","Turtle","RH","Downstream",0
"1412","BottomRight",62.111177175536,0,"2016_0522_124939_006A_Moment2","Turtle","RH","Downstream",0
"1413","TopLeft",-18.6014355689481,50.3429363581721,"2016_0522_124939_006A_Moment2","Turtle","RH","Downstream",0
"1414","TopRight",86.4036385740614,50.3429363581721,"2016_0522_124939_006A_Moment2","Turtle","RH","Downstream",0
"1415","Fish",36.0979610464972,8.63415080054805,"2016_0522_124939_006A_Moment2","Turtle","RH","Downstream",0
"1416","BottomLeft",0,0,"2016_0522_130939_008A_Moment1","Turtle","RH","Downstream",0
"1417","BottomRight",62.9998705019267,0,"2016_0522_130939_008A_Moment1","Turtle","RH","Downstream",0
"1418","TopLeft",-25.2765160343398,31.5983339946101,"2016_0522_130939_008A_Moment1","Turtle","RH","Downstream",0
"1419","TopRight",94.8764738423866,31.5983339946101,"2016_0522_130939_008A_Moment1","Turtle","RH","Downstream",0
"1420","Fish",39.765598484298,12.7055774943401,"2016_0522_130939_008A_Moment1","Turtle","RH","Downstream",0
"1421","BottomLeft",0,0,"2016_0522_132939_010A_Moment1","Turtle","LMB","Downstream",NA
"1422","BottomRight",63.6684173049883,0,"2016_0522_132939_010A_Moment1","Turtle","LMB","Downstream",NA
"1423","TopLeft",-21.7244877726773,45.7384518972811,"2016_0522_132939_010A_Moment1","Turtle","LMB","Downstream",NA
"1424","TopRight",88.9269026675286,45.7384518972811,"2016_0522_132939_010A_Moment1","Turtle","LMB","Downstream",NA
"1425","Fish",-11.7131755656246,41.2233425738452,"2016_0522_132939_010A_Moment1","Turtle","LMB","Downstream",NA
"1426","BottomLeft",0,0,"2016_0522_132939_010A_Moment2","Turtle","RH","Downstream",0
"1427","BottomRight",66.713139104798,0,"2016_0522_132939_010A_Moment2","Turtle","RH","Downstream",0
"1428","TopLeft",-15.7322796847004,48.5444755676453,"2016_0522_132939_010A_Moment2","Turtle","RH","Downstream",0
"1429","TopRight",87.4267344229572,48.5444755676453,"2016_0522_132939_010A_Moment2","Turtle","RH","Downstream",0
"1430","Fish",37.3811488590495,10.6612973008998,"2016_0522_132939_010A_Moment2","Turtle","RH","Downstream",0
"1431","BottomLeft",0,0,"2016_0522_132939_010A_Moment3","Turtle","LMB","Upstream",NA
"1432","BottomRight",63.6359405994902,0,"2016_0522_132939_010A_Moment3","Turtle","LMB","Upstream",NA
"1433","TopLeft",-22.0838206139271,53.8521150137529,"2016_0522_132939_010A_Moment3","Turtle","LMB","Upstream",NA
"1434","TopRight",84.2611993063565,53.8521150137529,"2016_0522_132939_010A_Moment3","Turtle","LMB","Upstream",NA
"1435","Fish",78.7022419589425,47.3168820754253,"2016_0522_132939_010A_Moment3","Turtle","LMB","Upstream",NA
"1436","BottomLeft",0,0,"2016_0522_132939_010A_Moment4","Turtle","RH","Downstream",0
"1437","BottomRight",61.4789841608379,0,"2016_0522_132939_010A_Moment4","Turtle","RH","Downstream",0
"1438","TopLeft",-33.9497446175649,51.913414990473,"2016_0522_132939_010A_Moment4","Turtle","RH","Downstream",0
"1439","TopRight",85.4692771937784,51.913414990473,"2016_0522_132939_010A_Moment4","Turtle","RH","Downstream",0
"1440","Fish",37.5284126409445,8.473488159739,"2016_0522_132939_010A_Moment4","Turtle","RH","Downstream",0
"1441","BottomLeft",0,0,"2016_0522_140939_014A_Moment1","Turtle","RH","Downstream",0
"1442","BottomRight",61.7937273140951,0,"2016_0522_140939_014A_Moment1","Turtle","RH","Downstream",0
"1443","TopLeft",-27.1987548951564,48.0299807278797,"2016_0522_140939_014A_Moment1","Turtle","RH","Downstream",0
"1444","TopRight",87.7104380976375,48.0299807278797,"2016_0522_140939_014A_Moment1","Turtle","RH","Downstream",0
"1445","Fish",46.752214930479,8.63964619680219,"2016_0522_140939_014A_Moment1","Turtle","RH","Downstream",0
"1446","BottomLeft",0,0,"2016_0522_140939_014A_Moment2","Turtle","RH","Downstream",0
"1447","BottomRight",57.5491503090355,0,"2016_0522_140939_014A_Moment2","Turtle","RH","Downstream",0
"1448","TopLeft",-23.5013997227009,48.2898587404388,"2016_0522_140939_014A_Moment2","Turtle","RH","Downstream",0
"1449","TopRight",87.5676283955919,48.2898587404388,"2016_0522_140939_014A_Moment2","Turtle","RH","Downstream",0
"1450","Fish",33.0649669385123,11.1679974726007,"2016_0522_140939_014A_Moment2","Turtle","RH","Downstream",0
"1451","BottomLeft",0,0,"2016_0522_141939_015A_Moment1","Turtle","RH","Downstream",0
"1452","BottomRight",59.104562987708,0,"2016_0522_141939_015A_Moment1","Turtle","RH","Downstream",0
"1453","TopLeft",-20.7529081418419,55.301650706004,"2016_0522_141939_015A_Moment1","Turtle","RH","Downstream",0
"1454","TopRight",83.3170296469523,55.301650706004,"2016_0522_141939_015A_Moment1","Turtle","RH","Downstream",0
"1455","Fish",38.023742758621,14.7118463573217,"2016_0522_141939_015A_Moment1","Turtle","RH","Downstream",0
"1456","BottomLeft",0,0,"2016_0522_143605_017A_Moment1","Turtle","RH","Downstream",0
"1457","BottomRight",58.143777764967,0,"2016_0522_143605_017A_Moment1","Turtle","RH","Downstream",0
"1458","TopLeft",-37.1419615454214,59.9694494871971,"2016_0522_143605_017A_Moment1","Turtle","RH","Downstream",0
"1459","TopRight",80.0229037726232,59.9694494871971,"2016_0522_143605_017A_Moment1","Turtle","RH","Downstream",0
"1460","Fish",26.5940421478598,11.5332338534948,"2016_0522_143605_017A_Moment1","Turtle","RH","Downstream",0
"1461","BottomLeft",0,0,"2016_0522_143605_017A_Moment2","Turtle","RH","Downstream",0
"1462","BottomRight",58.7382253057669,0,"2016_0522_143605_017A_Moment2","Turtle","RH","Downstream",0
"1463","TopLeft",-28.9174167164972,45.5696450708937,"2016_0522_143605_017A_Moment2","Turtle","RH","Downstream",0
"1464","TopRight",89.0135239618833,45.5696450708937,"2016_0522_143605_017A_Moment2","Turtle","RH","Downstream",0
"1465","Fish",25.7916763986721,19.3033180406074,"2016_0522_143605_017A_Moment2","Turtle","RH","Downstream",0
"1466","BottomLeft",0,0,"2016_0522_143605_017A_Moment3","Turtle","RH","Downstream",0
"1467","BottomRight",63.7909347114424,0,"2016_0522_143605_017A_Moment3","Turtle","RH","Downstream",0
"1468","TopLeft",-34.629021416511,50.9414733831224,"2016_0522_143605_017A_Moment3","Turtle","RH","Downstream",0
"1469","TopRight",86.0521138006303,50.9414733831224,"2016_0522_143605_017A_Moment3","Turtle","RH","Downstream",0
"1470","Fish",25.013520602786,9.72443926827687,"2016_0522_143605_017A_Moment3","Turtle","RH","Downstream",0
"1471","BottomLeft",0,0,"2016_0522_145605_019A_Moment1","Turtle","RH","Downstream",0
"1472","BottomRight",70.5681369541086,0,"2016_0522_145605_019A_Moment1","Turtle","RH","Downstream",0
"1473","TopLeft",-29.2298815941294,54.8065649517996,"2016_0522_145605_019A_Moment1","Turtle","RH","Downstream",0
"1474","TopRight",83.6435319566562,54.8065649517996,"2016_0522_145605_019A_Moment1","Turtle","RH","Downstream",0
"1475","Fish",30.9370168651057,9.92812762174022,"2016_0522_145605_019A_Moment1","Turtle","RH","Downstream",0
"1476","BottomLeft",0,0,"2016_0522_145605_019A_Moment2","Turtle","RH","Downstream",0
"1477","BottomRight",73.6059939142116,0,"2016_0522_145605_019A_Moment2","Turtle","RH","Downstream",0
"1478","TopLeft",-25.8673785520379,40.5023533208122,"2016_0522_145605_019A_Moment2","Turtle","RH","Downstream",0
"1479","TopRight",91.430626025835,40.5023533208122,"2016_0522_145605_019A_Moment2","Turtle","RH","Downstream",0
"1480","Fish",16.4258879951667,12.3161999364478,"2016_0522_145605_019A_Moment2","Turtle","RH","Downstream",0
"1481","BottomLeft",0,0,"2016_0522_145605_019A_Moment3","Turtle","RH","Downstream",0
"1482","BottomRight",67.3350655873847,0,"2016_0522_145605_019A_Moment3","Turtle","RH","Downstream",0
"1483","TopLeft",-26.347921689311,50.5845792787042,"2016_0522_145605_019A_Moment3","Turtle","RH","Downstream",0
"1484","TopRight",86.2623923804371,50.5845792787042,"2016_0522_145605_019A_Moment3","Turtle","RH","Downstream",0
"1485","Fish",32.6870124733035,13.9108749473492,"2016_0522_145605_019A_Moment3","Turtle","RH","Downstream",0
"1486","BottomLeft",0,0,"2016_0522_145605_019A_Moment4","Turtle","RH","Downstream",0
"1487","BottomRight",63.5612131279857,0,"2016_0522_145605_019A_Moment4","Turtle","RH","Downstream",0
"1488","TopLeft",-23.3051064425874,57.7192435204857,"2016_0522_145605_019A_Moment4","Turtle","RH","Downstream",0
"1489","TopRight",81.6608163529049,57.7192435204857,"2016_0522_145605_019A_Moment4","Turtle","RH","Downstream",0
"1490","Fish",26.2687143164987,13.8326508840538,"2016_0522_145605_019A_Moment4","Turtle","RH","Downstream",0
"1491","BottomLeft",0,0,"2016_0522_150605_020A_Moment1","Turtle","RH","Downstream",0
"1492","BottomRight",72.3113719288784,0,"2016_0522_150605_020A_Moment1","Turtle","RH","Downstream",0
"1493","TopLeft",-22.5228277848803,52.4706332255074,"2016_0522_150605_020A_Moment1","Turtle","RH","Downstream",0
"1494","TopRight",85.1283304717899,52.4706332255074,"2016_0522_150605_020A_Moment1","Turtle","RH","Downstream",0
"1495","Fish",27.6033921959329,12.1285284530433,"2016_0522_150605_020A_Moment1","Turtle","RH","Downstream",0
"1496","BottomLeft",0,0,"2016_0522_150605_020A_Moment2","Turtle","SF","Upstream",NA
"1497","BottomRight",68.1154274935908,0,"2016_0522_150605_020A_Moment2","Turtle","SF","Upstream",NA
"1498","TopLeft",-23.6684519085259,52.0548930584987,"2016_0522_150605_020A_Moment2","Turtle","SF","Upstream",NA
"1499","TopRight",85.3831839923311,52.0548930584987,"2016_0522_150605_020A_Moment2","Turtle","SF","Upstream",NA
"1500","Fish",-8.76148236073519,53.3310574714043,"2016_0522_150605_020A_Moment2","Turtle","SF","Upstream",NA
"1501","BottomLeft",0,0,"2016_0522_150605_020A_Moment3","Turtle","RH","Downstream",0
"1502","BottomRight",73.7070923828008,0,"2016_0522_150605_020A_Moment3","Turtle","RH","Downstream",0
"1503","TopLeft",-17.7420799015416,39.7014996075665,"2016_0522_150605_020A_Moment3","Turtle","RH","Downstream",0
"1504","TopRight",91.7812122872127,39.7014996075665,"2016_0522_150605_020A_Moment3","Turtle","RH","Downstream",0
"1505","Fish",57.7726373934609,15.5248196440625,"2016_0522_150605_020A_Moment3","Turtle","RH","Downstream",0
"1506","BottomLeft",0,0,"2016_0522_150605_020A_Moment4","Turtle","RH","Downstream",0
"1507","BottomRight",74.8929924960382,0,"2016_0522_150605_020A_Moment4","Turtle","RH","Downstream",0
"1508","TopLeft",-22.3695749365254,39.9299039752311,"2016_0522_150605_020A_Moment4","Turtle","RH","Downstream",0
"1509","TopRight",91.6820744122253,39.9299039752311,"2016_0522_150605_020A_Moment4","Turtle","RH","Downstream",0
"1510","Fish",49.0392386257689,9.2981038547196,"2016_0522_150605_020A_Moment4","Turtle","RH","Downstream",0
"1511","BottomLeft",0,0,"2016_0522_151605_021A_Moment1","Turtle","RH","Downstream",0
"1512","BottomRight",73.0595694973375,0,"2016_0522_151605_021A_Moment1","Turtle","RH","Downstream",0
"1513","TopLeft",-22.9539977091683,53.0773153927938,"2016_0522_151605_021A_Moment1","Turtle","RH","Downstream",0
"1514","TopRight",84.751392854005,53.0773153927938,"2016_0522_151605_021A_Moment1","Turtle","RH","Downstream",0
"1515","Fish",76.9146664195228,15.3219070234455,"2016_0522_151605_021A_Moment1","Turtle","RH","Downstream",0
"1516","BottomLeft",0,0,"2016_0522_151605_021A_Moment2","Turtle","RH","Downstream",0
"1517","BottomRight",75.842143929778,0,"2016_0522_151605_021A_Moment2","Turtle","RH","Downstream",0
